1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
209,P. 99KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700028,Konawe,Abuki,Asolu,12,12,D.I. Asolu,,20,,,,,,,,,,,,,-,,2002,,,,,,,,,,,,,,,,,"3°44'0.87""","121°52'55.14"""
210,P. 136KNS,Poleang - Roraya,DAS Manggabutu,1,9,740500080,Konawe Selatan,Tinanggea,Wadonggo,22,22,D.I. Wadonggo,,20,,,,,,,,,,,,,-,,2008,2016,,,,,,,,,,,,,,,,"4°28'20.54""","122°16'38.78"""
211,P. I AB,Poleang - Roraya,DAS Roraya,1,9,740500081,Konawe Selatan,Tinanggea,Lalowalu,-,-,,,-,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,,
212,P. 137 KDI,Poleang - Roraya,DAS Korumba,1,9,740300009,Kendari,Puuwatu,Punggolaka,-,-,,,1.5,,,,,,,,,,,,,250,,2008,,,,,,,,,,,,,,,,,,
213,P.23KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740500043,Konawe Selatan,Landono,Mulyasari I ,13,13,D.I. Mulyasari,,12.2,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
214,P. 137KNS,Poleang - Roraya,DAS Manggabutu,1,9,740500083,Konawe Selatan,Tinanggea,Watumelewe,16,16,,,18,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
215,P.24 Koltim,Towari - Lasusua,DAS Sabilambo,1,9,741000008,Kolaka Timur,Mowewe,Horodopi,22,22,,,14.23,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
216,P. 138 KDI,Poleang - Roraya,DAS Kambu,1,9,740300010,Kendari,Baruga ,baruga,-,-,,,8,,,,,,,,,,,,,300,,2010,,,,,,,,,,,,,,,,,"4°27'50,48""","122°17'6,65"""
217,P. 45BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600041,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,15.1,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'33.98""","121°59'54.95"""
218,P. 138KNS,Poleang - Roraya,DAS Roraya,1,9,740500069,Konawe Selatan,Tinanggea,Moolo Indah,21,21,D.I. Molo Indah,,18,,,,,,,,,,,,,-,,2008,2010,,,,,,,,,,,,,,,,,
219,P. 46BTn,Poleang - Roraya,DAS Lantawanua,1,9,740600042,Bombana,Rumbia,Lantari,7,7,D.I. Lantari,,4,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'20.65""","121°0'9.25"""
220,P. 139 KDI,Poleang - Roraya,DAS Kambu,1,9,740300011,Kendari,Baruga ,Amohalo,-,-,,,0.5,,,,,,,,,,,,,-,,2010,,,,,,,,,,,,,,,,,,
221,P. 47BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600043,Bombana,Rumbia,Lantari,8,8,D.I. Lantari,,15.4,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'22.06""","121°59'24.43"""
222,P. 139 KNS,Poleang - Roraya,DAS Roraya,1,9,740500121,Konawe Selatan,Punggaluku,Rambu - Rambu,7,7,,,8,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,"4°28'29.74""","122°17'33.51"""
223,P. 48BTn,Poleang - Roraya,DAS Lantawanua,1,9,740600044,Bombana,Rumbia,Lantari,10,10,D.I. Lantari,,15.37,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°28'2.48""","122°14'14.43"""
224,P. 49 BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600045,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,15.37,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°28'26.17""","122°14'25.25"""
225,P. 31BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600046,Bombana,Rumbia,Lantari,17,17,D.I. Aneka Marga,,13,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,"4°40'56.12""","122°0'13.59"""
226,P. 13KLK,Towari - Lasusua,DAS Wolulu,1,9,740400011,Kolaka,Polinggona,Wulonggore,-,-,,,7.56,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
227,P. 32BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600047,Bombana,Rumbia,Lantari,21,21,D.I. Aneka Marga,,13.2,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,"4°25'11.87""","122°9'16.99"""
228,P. 140 KNS,Poleang - Roraya,DAS Roraya,1,9,740500122,Konawe Selatan,Punggaluku,Rambu - Rambu,12,12,,,8.21,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
229,P. 33BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600048,Bombana,Rumbia,Hakaeya,19,19,D.I. Aneka Marga,,14,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,,
230,P. 140KNW,Lasolo - Konaweha,DAS Motui,1,9,740700036,Konawe,Lambuya,Tanggobu,19,19,,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"3°59'17.39""","122°5'18.58"""
231,P. 34BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600049,Bombana,Rumbia,Hakaeya,16,16,D.I. Aneka Marga,,4.4,,,,,,,,,,,,,-,,1997/1998,,,,,,,,,,,,,,,,,"4°41'6.28""","122°0'14.81"""
232,P. 141 KNS,Poleang - Roraya,DAS Moolo,1,9,740500123,Konawe Selatan,Tinanggea,Wadonggo,8,8,,,7.42,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
233,P. 36BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600050,Bombana,Rumbia,Hakaeya,3,3,D.I. Aneka Marga,,6.93,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°41'5.76""","122°0'33.18"""
234,P. 141KNW,Lasolo - Konaweha,DAS Motui,1,9,740700037,Konawe,Lambuya,Tanggobu,18,18,,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"3°59'17.39""","122°5'30.71"""
235,TW. 01,Poleang - Roraya,DAS Roraya,1,9,740500092,Konawe Selatan,Angata,Basala,8,8,D.I. Basala,,5,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,,
236,P. 142 KNS,Poleang - Roraya,DAS Moolo,1,9,740500124,Konawe Selatan,Tinanggea,Matambawi,12,12,,,11.15,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
237,TW. 02 ,Poleang - Roraya,DAS Roraya,1,9,740500093,Konawe Selatan,Angata,Basala,14,14,D.I. Basala,,10,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,,
238,P. 142KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700035,Konawe,Puriala,Lalonggatu,15,15,,,17.5,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"3°59'44.23""","122°5'58.73"""
239,TW. 03,Poleang - Roraya,DAS Roraya,1,9,740500094,Konawe Selatan,Angata,Basala,10,10,D.I. Basala,,15,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,,
240,P. 143 KNS,Poleang - Roraya,DAS Moolo,1,9,740500125,Konawe Selatan,Tinanggea,Lasuai,16,16,,,15.12,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
241,TW. 04,Lasolo - Konaweha,DAS Konaweha,1,9,740500046,Konawe Selatan,Landono,Sido Dadi,-,-,,,4,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,,
242,P. 143KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700038,Konawe,Lambuya,Ulumeraka,15,15,,,1,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
243,TW.05,Lasolo - Konaweha,DAS Konaweha,1,9,740500047,Konawe Selatan,Landono,Lalosingi,8,8,,,12,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,"4°4'49.16""","122°11'26.00"""
244,P. 144KNS,Poleang - Roraya,DAS Moolo,1,9,740500126,Konawe Selatan,Tinanggea,Akuni,9,9,,,13.14,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
245,P. 144KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700039,Konawe,Lambuya,Ulumeraka,10,10,,,1,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
246,P. 145,Lasolo - Konaweha,DAS Konaweha,1,9,740700041,konawe,Tongauna,Aolauna,12,12,,,1,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
247,P. 145 KNS,Poleang - Roraya,DAS Moolo,1,9,740500127,Konawe Selatan,Tinanggea,Akuni,8,8,,,13.25,,,,,,,,,,,,,-,,2011,2011,,,,,,,,,,,,,,,,,
248,P. 146 KNS,Poleang - Roraya,DAS Moolo,1,9,740500128,Konawe Selatan,Tinanggea,Wadonggo,10,10,,,12.11,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
249,P. 146KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700042,Konawe,Puriala,Lalonggatu,15,15,,,20,,,,,,,,,,,,,-,,2011,,,,,,,,,,,,,,,,,,
250,P. 147KNS,Poleang - Roraya,Das Wanggu,1,9,740500129,Konawe Selatan,Konda,Lalowu,7,7,,,5.58,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
251,P. 147KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700043,Konawe,Puriala,Lalonggatu,12,12,,,20,,,,,,,,,,,,,-,,2011,,,,,,,,,,,,,,,,,,
252,P. 148KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700044,Konawe,Puriala,Sonai,11,11,,,15,,,,,,,,,,,,,-,,2011,,,,,,,,,,,,,,,,,,
253,P. 149,Lasolo - Konaweha,DAS Konaweha,1,9,740700045,Konawe,Pondidaha,Watulowu,13,13,,,20.46,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
254,PA 01,Poleang - Roraya,DAS Lantawanua,1,9,740600051,Bombana,Rumbia,Aneka Marga,10,10,D.I. Aneka Marga,,14.23,,,,,,,,,,,,,-,,2006/2007,,,,,,,,,,,,,,,,,,
255,P. 14KDI,Poleang - Roraya,DAS Kambu,1,9,740500022,Konawe Selatan,Ranomeeto,Sindang Kasih,13,13,D.I. Sindang Kasih,,12.4,,,,,,,,,,,,,-,,1993/1994,2010,,,,,,,,,,,,,,,,"4°4'53.84""","122°22'45.05"""
256,P. 14KLK,Towari - Lasusua,DAS Wolulu,1,9,740400012,Kolaka,Watubangga,Wolulu,-,-,D.I. Wolulu,,12.73,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
257,P. 150,Lasolo - Konaweha,DAS Konaweha,1,9,740700046,Konawe,Pondidaha,Lalonona,16,16,,,19.11,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
258,P. 151,Lasolo - Konaweha,DAS Konaweha,1,9,740700047,Konawe,Pondidaha,Amandete,8,8,,,13.36,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
259,P. 151 KNS,Poleang - Roraya,DAS Osena,1,9,740500130,Konawe Selatan,Moramo,Moramo,10,10,,,8.25,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
260,P. 152,Lasolo - Konaweha,DAS Konaweha,1,9,740700048,Konawe,Pondidaha,Anahinunu,7,7,,,6.23,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
261,P. 152 KNS,Poleang - Roraya,DAS Osena,1,9,740500131,Konawe Selatan,Moramo,Marga Cinta,9,9,,,2.93,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
262,P. 153 KNS,Poleang - Roraya,DAS Andinete,1,9,740500132,Konawe Selatan,Kolono,Kolono,12,12,,,8.55,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
263,P. 154 KNS,Poleang - Roraya,DAS Andinete,1,9,740500133,Konawe Selatan,Kolono,Mataiwoi,8,8,,,4.93,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
264,P. 155 KNS,Poleang - Roraya,DAS Windo,1,9,740500134,Konawe Selatan,Laeya,Pangan Jaya,15,15,,,10.15,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
265,P. 156  ,Lasolo - Konaweha,DAS Konaweha,1,9,741000011,Kolaka Timur,Ladongi,Lalowosua,-,-,,,,,,,,,,,,,,,,-,,1998,,,,,,,,,,,,,,,,,,
266,P. 156KNS,Poleang - Roraya,DAS Windo,1,9,740500135,Konawe Selatan,Laeya,Pamandati,17,17,,,12.23,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
267,P. 157KNS,Poleang - Roraya,DAS Windo,1,9,740500136,Konawe Selatan,Amando,Amando,0,0,,,6.11,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
268,P. 158KNS,Poleang - Roraya,DAS Aosole,1,9,740500137,Konawe Selatan,Palangga,Kiaeya,8.5,8.5,,,5.88,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
269,P. 159KNS,Poleang - Roraya,DAS Moolo,1,9,740500138,Konawe Selatan,Tinanggea,Lapulu,11,11,,,11.31,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
270,PA 02,Poleang - Roraya,DAS Lantawanua,1,9,740600052,Bombana,Rumbia,Aneka Marga,15,15,D.I. Aneka Marga,,15.7,,,,,,,,,,,,,-,,2006/2007,,,,,,,,,,,,,,,,,,
271,P. 15KDI,Poleang - Roraya,DAS Kambu,1,9,740500006,Konawe Selatan,Ranomeeto,Jati Bali,14,15,D.I. Jati Bali,,13.1,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
272,P. 15KLK,Towari - Lasusua,DAS Wolulu,1,9,740400013,Kolaka,Watubangga,Wolulu,-,-,D.I. Wolulu,,13.15,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
273,P. 160KNS,Poleang - Roraya,DAS Aosole,1,9,740500139,Konawe Selatan,Konda,Cialam,13,13,,,10.18,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
274,P. 161KNS,Poleang - Roraya,DAS Aosole,1,9,740500140,Konawe Selatan,Konda,Tanea,8,8,,,3.52,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
275,P. 162KNS,Poleang - Roraya,DAS Aosole,1,9,740500141,Konawe Selatan,Konda,Lambusa,10,10,,,6.72,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
276,P. 163KNS,Poleang - Roraya,DAS Aosole,1,9,740500142,Konawe Selatan,Konda,Lambusa,12,12,,,12.27,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
277,P. 164KNS,Poleang - Roraya,DAS Aosole,1,9,740500143,Konawe Selatan,Konda,Lamomea,0,0,,,0.99,,,,,,,,,,,,,150,,2014,,,,,,,,,,,,,,,,,,
278,P. 165KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500144,Konawe Selatan,Landono,Landono,10.5,10.5,,,7.98,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
279,P. 166KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500145,Konawe Selatan,Landono,Landono,7,7,,,6.93,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
280,P. 167KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500146,Konawe Selatan,Mowila,Pudahoa,5,5,,,6.76,,,,,,,,,,,,,175,,2014,,,,,,,,,,,,,,,,,,
281,P. 168KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500147,Konawe Selatan,Angata,Puunggoni,11,11,,,8.55,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
282,P. 169KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500148,Konawe Selatan,Angata,Puunggoni,10,10,,,7.89,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
283,PA 05,Poleang - Roraya,DAS Lantawanua,1,9,740600053,Bombana,Rumbia,Aneka Marga,9,9,D.I. Aneka Marga,,14.43,,,,,,,,,,,,,-,,2006/2007,,,,,,,,,,,,,,,,,,
284,P. 16KDI,Poleang - Roraya,DAS Kambu,1,9,740500023,Konawe Selatan,Ranomeeto,Sindang Kasih,14,14,D.I. Sindang Kasih,,8,,,,,,,,,,,,,-,,1994/1995,2011,,,,,,,,,,,,,,,,"4°4'42.21""","122°22'46.63"""
285,P. 16KLK,Towari - Lasusua,DAS Toari,1,9,740400014,Kolaka,Watubangga,Gunung Sari,-,-,D.I Gunung Sari,,5.58,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
286,P. 17 KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740500038,Konawe Selatan,Landono,Mowila,18,18,D.I. Mowila,,12.5,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
287,P. 17 KLK,Towari - Lasusua,DAS Toari,1,9,740400015,Kolaka,Watubangga,Gunung Sari,-,-,D.I Gunung Sari,,13.36,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
288,P. 170KNS,Lasolo - Konaweha,DAS Konaweha,1,9,740500149,Konawe Selatan,Angata,Lamooso,15,15,,,13.27,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
289,PA 11,Poleang - Roraya,DAS Lantawanua,1,9,740600054,Bombana,Rumbia,Aneka Marga,13,13,D.I. Aneka Marga,,11.12,,,,,,,,,,,,,-,,2006/2007,,,,,,,,,,,,,,,,,,
290,PA 06,Poleang - Roraya,DAS Lantawanua,1,9,740600055,Bombana,Rumbia,Aneka Marga,13,13,D.I. Aneka Marga,,10.23,,,,,,,,,,,,,-,,2006/2003,,,,,,,,,,,,,,,,,,
291,P. 18KDI,Poleang - Roraya,DAS Kambu,1,9,740500028,Konawe Selatan,Konda,Lambusa,15,15,D.I. Lambusa,,10.5,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
292,P. 18KLK,Towari - Lasusua,DAS Toari,1,9,740400016,Kolaka,Watubangga,Lamunde,-,-,D.I. Lamunde,,12.32,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
293,P. 19 KLK,Towari - Lasusua,DAS Toari,1,9,740400017,Kolaka,Watubangga,Lamunde,-,-,D.I. Lamunde,,15.37,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
294,PA 25,Poleang - Roraya,DAS Uemata,1,9,740600056,Bombana,Lantari Jaya,Lantari,10,10,,,16.22,,,,,,,,,,,,,-,,2006/2007,,,,,,,,,,,,,,,,,,
295,P. 19KDI,Poleang - Roraya,DAS Kaku,1,9,740500051,Konawe Selatan,Tinanggea,Lamolulu,28,28,D.I. Lanowulu,,11.6,,,,,,,,,,,,,100,,1994/1995,2011,,,,,,,,,,,,,,,,,
296,P. 2 AB,Poleang - Roraya,DAS Kaku,1,9,740500082,Konawe Selatan,Tinanggea,Lalonggasu,-,-,,,-,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,,
297,P. 2 JICA,Poleang - Roraya,DAS Kambu,1,9,740500018,Konawe Selatan,Ranomeeto,Ranomeeto,20,20,D.I. Ranomeeto,,19.05,,,,,,,,,,,,,-,,2000,,,,,,,,,,,,,,,,,"4°3'18.18""","122°27'53.64"""
298,PA 50 BBN,Poleang - Roraya,DAS Langkowala,1,9,740600057,Bombana,Rarowatu Utara,Tembe,12,12,,,14.23,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
299,P. 20 Koltim,Towari - Lasusua,DAS Sabilambo,1,9,741000004,Kolaka Timur,Lalolae,Keisio,17,17,,,6.93,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
300,P. 20KDI,Poleang - Roraya,DAS Kaku,1,9,740500052,Konawe Selatan,Tinanggea,Lamolulu,29,29,D.I. Lanowulu,,2.5,,,,,,,,,,,,,150,,1994/1995,,,,,,,,,,,,,,,,,"4°27'4.94""","122°8'47.82"""
301,P. 21 Koltim,Towari - Lasusua,DAS Sabilambo,1,9,741000005,Kolaka Timur,Mowewe,Inebenggi,19,19,,,15.37,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
302,PA 51BBN,Poleang - Roraya,DAS Langkowala,1,9,740600058,Bombana,Rarowatu Utara,Tembe,12,12,,,2.93,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
303,P. 21KDI,Poleang - Roraya,DAS Roraya,1,9,740500053,Konawe Selatan,Tinanggea,Roraya,-,-,D.I. Roraya,,11.2,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
304,P. 22 Koltim,Towari - Lasusua,DAS Sabilambo,1,9,741000006,Kolaka Timur,Mowewe,Melombu,19,19,,,7.68,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
305,PA 51BBN,Poleang - Roraya,DAS Langkowala,1,9,740600059,Bombana,Rarowatu Utara,Tembe,16,16,,,14.91,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
306,P. 22KDI,Poleang - Roraya,DAS Roraya,1,9,740500056,Konawe Selatan,Tinanggea,Tatangga,-,-,,,12.5,,,,,,,,,,,,,200,,1994/1995,,Air Keluar Sendiri,,,,,,,,,,,,,,,,
307,P. 23 Koltim,Towari - Lasusua,DAS Sabilambo,1,9,741000007,Kolaka Timur,Mowewe,Sabi - Sabila,16,16,,,5.97,,,,,,,,,,,,,-,,2013,,,,,,,,,,,,,,,,,,
308,P. 53 BBN,Poleang - Roraya,DAS Langkowala,1,9,740600060,Bombana,Rarowatu Utara,Lomba Kasih,15,15,,,14.55,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
309,P. 54 BBN,Poleang - Roraya,DAS Langkowala,1,9,740600061,Bombana,Rarowatu Utara,Tembe,10,10,,,6.22,,,,,,,,,,,,,-,,2014,,,,,,,,,,,,,,,,,,
310,P. 24KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740500044,Konawe Selatan,Landono,Mulyasari II,13,13,D.I. Mulyasari,,16.6,,,,,,,,,,,,,-,,1994/1995,,,,,,,,,,,,,,,,,,
